Clase,lat,lng
SU,-34.553296,-58.469341
SU,-34.553296,-58.469341
SU,-34.615429,-58.469337
SU,-34.605344,-58.469332
SU,-34.565333,-58.469324
SU,-34.635535,-58.469263
SU,-34.615553,-58.469241
SU,-34.643234,-58.469206
SU,-34.551252,-58.469191
SU,-34.605190,-58.469163
RE,-34.563205,-58.469087
SU,-34.570047,-58.469034
SU,-34.621654,-58.468987
SU,-34.602707,-58.468934
SU,-34.602707,-58.468934
SU,-34.566567,-58.468930
DI,-34.632037,-58.468929
SU,-34.548317,-58.468918
SU,-34.538043,-58.468913
SU,-34.556062,-58.468912
DI,-34.556062,-58.468912
SU,-34.557734,-58.468892
SU,-34.551651,-58.468886
SU,-34.551651,-58.468886
SU,-34.559868,-58.468840
SU,-34.601105,-58.468723
SU,-34.566434,-58.468709
SU,-34.566434,-58.468709
SU,-34.562299,-58.468667
SU,-34.602981,-58.468620
SU,-34.626296,-58.468579
SU,-34.590202,-58.468568
DI,-34.552073,-58.468565
SU,-34.577200,-58.468538
SU,-34.616607,-58.468526
SU,-34.616607,-58.468526
SU,-34.642047,-58.468506
SU,-34.546588,-58.468447
SU,-34.599103,-58.468340
SU,-34.599103,-58.468340
SU,-34.577590,-58.468316
SU,-34.576450,-58.468316
SU,-34.576450,-58.468316
DI,-34.551071,-58.468213
SU,-34.683821,-58.468196
SU,-34.564659,-58.468188
SU,-34.555589,-58.468178
OF,-34.610128,-58.468150
SU,-34.611573,-58.468120
SU,-34.611979,-58.468093
SU,-34.611979,-58.468093
OF,-34.610097,-58.468093
SU,-34.560075,-58.468079
DI,-34.556986,-58.468048
SU,-34.559531,-58.467996
SU,-34.558782,-58.467846
SU,-34.604203,-58.467799
SU,-34.553077,-58.467796
SU,-34.617096,-58.467783
SU,-34.564643,-58.467711
SU,-34.617254,-58.467703
SU,-34.573488,-58.467693
DI,-34.546584,-58.467685
SU,-34.687557,-58.467641
SU,-34.566534,-58.467624
SU,-34.566985,-58.467571
SU,-34.552014,-58.467493
SU,-34.592839,-58.467462
SU,-34.620347,-58.467448
SU,-34.619804,-58.467423
SU,-34.556014,-58.467379
SU,-34.559160,-58.467298
SU,-34.635351,-58.467220
SU,-34.580603,-58.467155
SU,-34.580603,-58.467155
SU,-34.575788,-58.467152
SU,-34.602190,-58.467142
SU,-34.604402,-58.467134
SU,-34.634129,-58.467054
SU,-34.634129,-58.467054
SU,-34.619457,-58.466943
SU,-34.572128,-58.466857
SU,-34.546102,-58.466855
SU,-34.572085,-58.466783
SU,-34.572085,-58.466783
SU,-34.552056,-58.466742
SU,-34.572049,-58.466722
SU,-34.572049,-58.466722
SU,-34.540491,-58.466721
SU,-34.540491,-58.466721
SU,-34.624941,-58.466716
DI,-34.556195,-58.466663
SU,-34.603239,-58.466642
SU,-34.634141,-58.466599
SU,-34.634141,-58.466599
SU,-34.648312,-58.466575
SU,-34.612061,-58.466552
SU,-34.550758,-58.466548
SU,-34.575925,-58.466517
SU,-34.645529,-58.466511
SU,-34.616735,-58.466504
SU,-34.587995,-58.466473
DI,-34.545890,-58.466457
SU,-34.592790,-58.466395
SU,-34.592790,-58.466395
SU,-34.598930,-58.466359
SU,-34.600297,-58.466281
SU,-34.600297,-58.466281
SU,-34.624226,-58.466262
DI,-34.557286,-58.466247
DI,-34.557286,-58.466247
SU,-34.571885,-58.466181
SU,-34.605355,-58.466169
SU,-34.605355,-58.466169
SU,-34.605314,-58.466074
SU,-34.605314,-58.466074
SU,-34.605314,-58.466074
SU,-34.598807,-58.465995
SU,-34.598807,-58.465995
SU,-34.598807,-58.465995
SU,-34.598807,-58.465995
SU,-34.578102,-58.465907
SU,-34.578102,-58.465907
SU,-34.685947,-58.465902
SU,-34.564577,-58.465867
SU,-34.564577,-58.465867
SU,-34.599984,-58.465850
SU,-34.552136,-58.465822
SU,-34.552136,-58.465822
SU,-34.681838,-58.465808
SU,-34.640147,-58.465783
SU,-34.640147,-58.465783
SU,-34.640147,-58.465783
SU,-34.563286,-58.465757
SU,-34.563286,-58.465757
DI,-34.544552,-58.465738
SU,-34.610428,-58.465735
SU,-34.610428,-58.465735
SU,-34.555696,-58.465732
SU,-34.555696,-58.465732
SU,-34.555696,-58.465732
DI,-34.555696,-58.465732
SU,-34.549901,-58.465689
SU,-34.555651,-58.465646
SU,-34.555651,-58.465646
SU,-34.576456,-58.465550
DI,-34.548619,-58.465550
DI,-34.609662,-58.465536
SU,-34.612058,-58.465530
SU,-34.576197,-58.465527
SU,-34.563557,-58.465526
SU,-34.552027,-58.465519
SU,-34.558280,-58.465502
OF,-34.558068,-58.465486
SU,-34.639938,-58.465445
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.544458,-58.465383
SU,-34.569244,-58.465286
SU,-34.569244,-58.465286
SU,-34.538693,-58.465232
SU,-34.549228,-58.465213
SU,-34.549114,-58.465184
DI,-34.550890,-58.465171
SU,-34.612850,-58.465157
SU,-34.637442,-58.465105
SU,-34.555361,-58.465101
SU,-34.558640,-58.465082
SU,-34.562754,-58.464982
SU,-34.630780,-58.464975
SU,-34.630780,-58.464975
SU,-34.552755,-58.464928
SU,-34.611274,-58.464848
SU,-34.557515,-58.464795
SU,-34.690815,-58.464706
SU,-34.690846,-58.464666
SU,-34.690846,-58.464666
SU,-34.580489,-58.464666
SU,-34.599057,-58.464646
SU,-34.635361,-58.464587
SU,-34.635110,-58.464572
SU,-34.614932,-58.464559
SU,-34.628403,-58.464540
SU,-34.601679,-58.464526
SU,-34.628048,-58.464520
SU,-34.570130,-58.464510
SU,-34.609610,-58.464387
SU,-34.540086,-58.464370
SU,-34.600307,-58.464351
SU,-34.547088,-58.464308
SU,-34.617733,-58.464304
DI,-34.550463,-58.464304
DI,-34.547074,-58.464287
SU,-34.602458,-58.464242
RE,-34.602458,-58.464242
RE,-34.602458,-58.464242
SU,-34.555561,-58.464238
SU,-34.552174,-58.464228
RE,-34.602723,-58.464228
SU,-34.602312,-58.464196
SU,-34.611421,-58.464171
SU,-34.611421,-58.464171
DI,-34.559600,-58.464162
DI,-34.559600,-58.464162
SU,-34.607949,-58.464127
SU,-34.552273,-58.464080
DI,-34.554807,-58.464055
SU,-34.683146,-58.464045
SU,-34.633122,-58.463935
RE,-34.601672,-58.463900
SU,-34.619869,-58.463865
SU,-34.619869,-58.463865
SU,-34.625183,-58.463847
SU,-34.565407,-58.463799
SU,-34.635654,-58.463789
SU,-34.625167,-58.463789
SU,-34.618846,-58.463767
SU,-34.603252,-58.463755
SU,-34.645718,-58.463753
SU,-34.645718,-58.463753
SU,-34.645718,-58.463753
SU,-34.639755,-58.463723
SU,-34.639752,-58.463721
SU,-34.570398,-58.463618
SU,-34.558775,-58.463609
SU,-34.558775,-58.463609
SU,-34.558775,-58.463609
SU,-34.571393,-58.463576
SU,-34.627689,-58.463491
SU,-34.641417,-58.463464
SU,-34.641417,-58.463464
SU,-34.623266,-58.463435
SU,-34.606051,-58.463434
SU,-34.630954,-58.463358
SU,-34.560260,-58.463351
SU,-34.560260,-58.463351
SU,-34.603987,-58.463232
SU,-34.553474,-58.463150
SU,-34.564409,-58.463141
DI,-34.551799,-58.463126
DI,-34.561056,-58.463110
SU,-34.565875,-58.463096
SU,-34.575351,-58.463089
SU,-34.566241,-58.463079
SU,-34.566241,-58.463079
SU,-34.553572,-58.463076
SU,-34.564625,-58.463030
SU,-34.686485,-58.463017
SU,-34.610008,-58.462993
OF,-34.557814,-58.462991
SU,-34.554195,-58.462886
SU,-34.554195,-58.462886
SU,-34.628313,-58.462874
SU,-34.610236,-58.462755
DI,-34.561451,-58.462661
SU,-34.551558,-58.462640
SU,-34.555644,-58.462603
RE,-34.602140,-58.462597
RE,-34.602140,-58.462597
DI,-34.555287,-58.462495
SU,-34.599595,-58.462470
DI,-34.558555,-58.462440
SU,-34.614015,-58.462416
RE,-34.566869,-58.462392
RE,-34.566869,-58.462392
SU,-34.551209,-58.462364
SU,-34.601569,-58.462299
SU,-34.601407,-58.462247
DI,-34.557232,-58.462230
SU,-34.561956,-58.462225
SU,-34.561047,-58.462098
SU,-34.621901,-58.462086
SU,-34.605631,-58.462076
SU,-34.625876,-58.462035
SU,-34.625876,-58.462035
SU,-34.557388,-58.462016
SU,-34.565801,-58.462009
SU,-34.555238,-58.461962
SU,-34.553512,-58.461961
SU,-34.612018,-58.461939
SU,-34.612018,-58.461939
SU,-34.565893,-58.461929
SU,-34.687649,-58.461883
DI,-34.575829,-58.461849
SU,-34.638334,-58.461846
SU,-34.560964,-58.461842
SU,-34.565880,-58.461827
SU,-34.612244,-58.461822
SU,-34.612244,-58.461822
SU,-34.620793,-58.461714
SU,-34.615465,-58.461600
SU,-34.636688,-58.461532
SU,-34.583983,-58.461393
SU,-34.566257,-58.461360
SU,-34.632304,-58.461243
SU,-34.632304,-58.461243
SU,-34.649073,-58.461234
SU,-34.598052,-58.461204
SU,-34.598052,-58.461204
SU,-34.644803,-58.461173
SU,-34.576535,-58.461152
SU,-34.576188,-58.461137
SU,-34.612068,-58.461098
SU,-34.612068,-58.461098
SU,-34.547597,-58.461097
SU,-34.557310,-58.461015
SU,-34.552248,-58.460938
SU,-34.552248,-58.460938
OF,-34.558768,-58.460916
SU,-34.620825,-58.460857
SU,-34.649396,-58.460824
SU,-34.629121,-58.460823
DI,-34.582431,-58.460610
SU,-34.607563,-58.460581
SU,-34.562486,-58.460532
SU,-34.562486,-58.460532
SU,-34.570311,-58.460492
SU,-34.549311,-58.460464
SU,-34.582226,-58.460457
SU,-34.582226,-58.460457
SU,-34.582381,-58.460457
SU,-34.582381,-58.460457
SU,-34.579479,-58.460453
SU,-34.579479,-58.460453
SU,-34.551019,-58.460298
SU,-34.619108,-58.460110
SU,-34.565514,-58.460089
SU,-34.629362,-58.460036
SU,-34.563936,-58.459986
SU,-34.619378,-58.459880
SU,-34.578587,-58.459845
SU,-34.561105,-58.459816
SU,-34.574947,-58.459770
SU,-34.631497,-58.459685
SU,-34.574270,-58.459646
SU,-34.603059,-58.459636
SU,-34.602449,-58.459463
SU,-34.605469,-58.459399
SU,-34.562290,-58.459352
SU,-34.600260,-58.459326
DI,-34.558783,-58.459323
SU,-34.571626,-58.459293
SU,-34.571626,-58.459293
SU,-34.571349,-58.459276
SU,-34.571349,-58.459276
SU,-34.604896,-58.459257
SU,-34.636049,-58.459195
SU,-34.641543,-58.459149
SU,-34.641543,-58.459149
SU,-34.651973,-58.459136
SU,-34.555783,-58.459116
SU,-34.555783,-58.459116
DI,-34.559030,-58.459107
SU,-34.565601,-58.459084
SU,-34.601536,-58.458922
SU,-34.606192,-58.458890
DI,-34.596858,-58.458877
DI,-34.559390,-58.458796
SU,-34.633660,-58.458650
SU,-34.601521,-58.458640
SU,-34.625732,-58.458616
SU,-34.604707,-58.458575
SU,-34.558826,-58.458495
SU,-34.571293,-58.458474
SU,-34.604596,-58.458469
SU,-34.571519,-58.458428
SU,-34.571519,-58.458428
SU,-34.571519,-58.458428
SU,-34.563265,-58.458407
SU,-34.604713,-58.458385
SU,-34.604713,-58.458385
SU,-34.558835,-58.458361
SU,-34.579738,-58.458335
SU,-34.644610,-58.458328
SU,-34.603869,-58.458317
SU,-34.603867,-58.458314
SU,-34.604513,-58.458303
SU,-34.635179,-58.458277
DI,-34.560019,-58.458254
SU,-34.575815,-58.458247
SU,-34.619194,-58.458210
SU,-34.619194,-58.458210
DI,-34.550279,-58.458131
SU,-34.564294,-58.458016
DI,-34.572334,-58.457875
DI,-34.550142,-58.457870
SU,-34.568576,-58.457857
SU,-34.568576,-58.457857
SU,-34.550006,-58.457771
SU,-34.566842,-58.457706
SU,-34.555929,-58.457639
SU,-34.611673,-58.457597
SU,-34.611673,-58.457597
SU,-34.611673,-58.457597
SU,-34.571123,-58.457593
SU,-34.640349,-58.457567
SU,-34.608146,-58.457512
SU,-34.603159,-58.457376
SU,-34.604715,-58.457272
SU,-34.626793,-58.457229
SU,-34.603966,-58.457217
SU,-34.618942,-58.457182
RE,-34.625973,-58.457078
SU,-34.582138,-58.457067
SU,-34.626075,-58.457007
SU,-34.556604,-58.456972
SU,-34.556604,-58.456972
SU,-34.648997,-58.456789
SU,-34.581073,-58.456770
SU,-34.581073,-58.456770
SU,-34.627407,-58.456254
SU,-34.627407,-58.456254
SU,-34.578737,-58.456249
OF,-34.575394,-58.456249
SU,-34.570763,-58.456225
SU,-34.641622,-58.456186
SU,-34.637156,-58.456163
SU,-34.581165,-58.456134
SU,-34.581165,-58.456134
DI,-34.576911,-58.456121
SU,-34.647026,-58.456119
SU,-34.605022,-58.456092
SU,-34.605022,-58.456092
SU,-34.557888,-58.456049
SU,-34.635440,-58.456013
SU,-34.635440,-58.456013
SU,-34.559581,-58.455960
SU,-34.580275,-58.455857
SU,-34.580275,-58.455857
SU,-34.568989,-58.455788
SU,-34.601426,-58.455767
SU,-34.640857,-58.455750
SU,-34.619504,-58.455675
SU,-34.578331,-58.455609
SU,-34.578331,-58.455609
SU,-34.578331,-58.455609
SU,-34.593055,-58.455554
SU,-34.593055,-58.455554
SU,-34.548367,-58.455546
SU,-34.572273,-58.455472
SU,-34.572981,-58.455466
SU,-34.572981,-58.455466
SU,-34.572981,-58.455466
SU,-34.572981,-58.455466
SU,-34.553046,-58.455370
SU,-34.553046,-58.455370
SU,-34.553046,-58.455370
DI,-34.570998,-58.455357
OF,-34.605408,-58.455267
SU,-34.579764,-58.455239
SU,-34.580479,-58.455223
SU,-34.631827,-58.455142
SU,-34.631827,-58.455142
SU,-34.608160,-58.455133
OF,-34.605443,-58.455131
SU,-34.597005,-58.455092
SU,-34.607065,-58.455070
SU,-34.576975,-58.455043
SU,-34.558169,-58.455027
SU,-34.566436,-58.454939
SU,-34.570685,-58.454902
SU,-34.570685,-58.454902
SU,-34.634038,-58.454899
SU,-34.634038,-58.454899
SU,-34.620694,-58.454886
DI,-34.575268,-58.454858
SU,-34.603320,-58.454837
SU,-34.566493,-58.454835
SU,-34.635045,-58.454730
SU,-34.595123,-58.454708
SU,-34.573556,-58.454704
SU,-34.573556,-58.454704
SU,-34.597182,-58.454703
SU,-34.608910,-58.454697
SU,-34.608910,-58.454697
SU,-34.602383,-58.454681
SU,-34.578704,-58.454624
DI,-34.586391,-58.454624
DI,-34.601688,-58.454563
SU,-34.578417,-58.454469
SU,-34.640013,-58.454402
SU,-34.640013,-58.454402
SU,-34.640124,-58.454367
DI,-34.578187,-58.454345
SU,-34.612561,-58.454250
SU,-34.567247,-58.454196
SU,-34.567247,-58.454196
OF,-34.567247,-58.454196
SU,-34.634545,-58.454157
SU,-34.610407,-58.454147
SU,-34.610407,-58.454147
SU,-34.563532,-58.453945
SU,-34.592050,-58.453818
SU,-34.578271,-58.453777
SU,-34.578271,-58.453777
SU,-34.578271,-58.453777
SU,-34.613226,-58.453768
SU,-34.613226,-58.453768
OF,-34.569236,-58.453743
SU,-34.638000,-58.453720
SU,-34.587140,-58.453653
SU,-34.587140,-58.453653
SU,-34.633612,-58.453554
DI,-34.573669,-58.453476
SU,-34.639710,-58.453431
SU,-34.639710,-58.453431
SU,-34.600549,-58.453415
SU,-34.644223,-58.453382
SU,-34.581865,-58.453255
SU,-34.584021,-58.453094
SU,-34.584021,-58.453094
OF,-34.605811,-58.453031
SU,-34.551735,-58.452989
SU,-34.607957,-58.452962
DI,-34.627824,-58.452873
SU,-34.548826,-58.452872
SU,-34.604463,-58.452768
DI,-34.620071,-58.452761
SU,-34.635190,-58.452673
SU,-34.610267,-58.452666
SU,-34.595727,-58.452591
SU,-34.610311,-58.452488
SU,-34.598878,-58.452487
SU,-34.598878,-58.452487
SU,-34.560880,-58.452392
SU,-34.560880,-58.452392
SU,-34.560880,-58.452392
SU,-34.629649,-58.452379
SU,-34.595570,-58.452371
DI,-34.584979,-58.452368
SU,-34.576645,-58.452365
SU,-34.644894,-58.452239
SU,-34.604614,-58.452225
SU,-34.678497,-58.452136
SU,-34.566809,-58.452102
SU,-34.613696,-58.452081
SU,-34.613696,-58.452081
SU,-34.601252,-58.452079
OF,-34.605314,-58.451988
SU,-34.593349,-58.451927
SU,-34.615831,-58.451923
DI,-34.577883,-58.451911
SU,-34.548624,-58.451875
SU,-34.548624,-58.451875
SU,-34.616249,-58.451781
SU,-34.613659,-58.451662
SU,-34.601205,-58.451602
OF,-34.565760,-58.451584
SU,-34.615548,-58.451462
OF,-34.560362,-58.451371
SU,-34.614153,-58.451314
SU,-34.618120,-58.451268
SU,-34.583013,-58.451143
SU,-34.558628,-58.451061
SU,-34.558628,-58.451061
SU,-34.608212,-58.450907
SU,-34.608212,-58.450907
SU,-34.626955,-58.450841
SU,-34.548598,-58.450816
RE,-34.562861,-58.450755
SU,-34.629226,-58.450716
SU,-34.629226,-58.450716
SU,-34.583219,-58.450694
SU,-34.583219,-58.450694
SU,-34.583219,-58.450694
SU,-34.627936,-58.450562
SU,-34.611291,-58.450549
SU,-34.566037,-58.450534
SU,-34.583856,-58.450498
SU,-34.627813,-58.450489
SU,-34.579945,-58.450482
SU,-34.572742,-58.450461
SU,-34.644846,-58.450449
SU,-34.564286,-58.450425
SU,-34.564286,-58.450425
SU,-34.566425,-58.450421
SU,-34.639582,-58.450416
SU,-34.639582,-58.450416
DI,-34.579438,-58.450407
DI,-34.577572,-58.450382
SU,-34.630678,-58.450343
SU,-34.584605,-58.450268
SU,-34.605031,-58.450184
SU,-34.633692,-58.450172
SU,-34.637009,-58.450162
SU,-34.634866,-58.450157
SU,-34.624010,-58.450144
SU,-34.586394,-58.450115
SU,-34.586394,-58.450115
SU,-34.586394,-58.450115
OF,-34.599628,-58.450112
SU,-34.600349,-58.450110
SU,-34.600349,-58.450110
SU,-34.593722,-58.450106
SU,-34.549922,-58.450060
SU,-34.635477,-58.449953
SU,-34.626547,-58.449949
SU,-34.552158,-58.449941
SU,-34.569280,-58.449809
SU,-34.629391,-58.449736
DI,-34.575967,-58.449734
SU,-34.569458,-58.449697
SU,-34.615069,-58.449673
SU,-34.547640,-58.449663
SU,-34.615755,-58.449584
SU,-34.640267,-58.449512
SU,-34.642515,-58.449472
SU,-34.660608,-58.449419
SU,-34.553512,-58.449402
OF,-34.600878,-58.449283
SU,-34.561968,-58.449246
OF,-34.601766,-58.449207
SU,-34.574215,-58.449128
SU,-34.601688,-58.449126
SU,-34.570764,-58.449113
SU,-34.607111,-58.448957
SU,-34.607111,-58.448957
SU,-34.576746,-58.448860
SU,-34.578737,-58.448816
OF,-34.578942,-58.448806
SU,-34.638293,-58.448773
SU,-34.638278,-58.448757
SU,-34.608607,-58.448643
SU,-34.605099,-58.448600
SU,-34.573715,-58.448542
SU,-34.612030,-58.448455
SU,-34.612030,-58.448455
SU,-34.617024,-58.448344
SU,-34.584163,-58.448317
SU,-34.548277,-58.448304
SU,-34.623264,-58.448279
SU,-34.584871,-58.448245
SU,-34.577628,-58.448172
DI,-34.615845,-58.448164
SU,-34.604618,-58.448098
SU,-34.604618,-58.448098
OF,-34.602962,-58.448020
SU,-34.606419,-58.447880
SU,-34.589101,-58.447779
SU,-34.625400,-58.447734
SU,-34.607336,-58.447703
SU,-34.586240,-58.447555
DI,-34.548415,-58.447553
SU,-34.607388,-58.447494
SU,-34.607388,-58.447494
SU,-34.607388,-58.447494
SU,-34.607388,-58.447494
SU,-34.613733,-58.447468
SU,-34.627648,-58.447459
SU,-34.584548,-58.447422
SU,-34.584548,-58.447422
SU,-34.573509,-58.447411
SU,-34.573509,-58.447411
SU,-34.582531,-58.447363
SU,-34.624112,-58.447356
SU,-34.580054,-58.447354
SU,-34.580054,-58.447354
OF,-34.564955,-58.447350
SU,-34.584584,-58.447338
OF,-34.597522,-58.447291
SU,-34.567250,-58.447176
SU,-34.602296,-58.447156
SU,-34.589511,-58.447125
SU,-34.589511,-58.447125
SU,-34.569949,-58.447046
SU,-34.576670,-58.447018
SU,-34.602481,-58.446984
SU,-34.602481,-58.446984
SU,-34.606407,-58.446968
SU,-34.598290,-58.446911
SU,-34.602561,-58.446909
SU,-34.568618,-58.446883
SU,-34.575378,-58.446867
SU,-34.575378,-58.446867
SU,-34.575378,-58.446867
SU,-34.575378,-58.446867
SU,-34.573463,-58.446790
RE,-34.573463,-58.446790
SU,-34.560495,-58.446762
SU,-34.606154,-58.446745
SU,-34.621380,-58.446720
SU,-34.551778,-58.446628
SU,-34.617986,-58.446590
DI,-34.556036,-58.446533
SU,-34.612774,-58.446502
SU,-34.573918,-58.446441
DI,-34.600768,-58.446397
SU,-34.609738,-58.446302
SU,-34.621187,-58.446293
SU,-34.598333,-58.446241
DI,-34.557306,-58.446221
SU,-34.606901,-58.446176
SU,-34.620146,-58.446094
SU,-34.597479,-58.446080
SU,-34.616007,-58.446055
SU,-34.567654,-58.446038
SU,-34.567935,-58.445982
SU,-34.567717,-58.445947
SU,-34.574173,-58.445917
SU,-34.574173,-58.445917
SU,-34.599095,-58.445868
SU,-34.616561,-58.445856
SU,-34.582818,-58.445843
SU,-34.572849,-58.445792
SU,-34.582580,-58.445778
SU,-34.555547,-58.445706
SU,-34.555547,-58.445706
SU,-34.630829,-58.445688
SU,-34.578536,-58.445624
SU,-34.620900,-58.445606
SU,-34.572995,-58.445569
SU,-34.632225,-58.445564
SU,-34.617685,-58.445482
SU,-34.588492,-58.445482
SU,-34.617685,-58.445482
DI,-34.555375,-58.445414
SU,-34.632174,-58.445406
SU,-34.595375,-58.445392
SU,-34.595375,-58.445392
SU,-34.613836,-58.445360
SU,-34.615220,-58.445346
SU,-34.613863,-58.445344
SU,-34.589275,-58.445338
SU,-34.589275,-58.445338
OF,-34.597551,-58.445338
SU,-34.572018,-58.445285
SU,-34.572882,-58.445248
SU,-34.627974,-58.445225
SU,-34.627974,-58.445225
SU,-34.577361,-58.445122
SU,-34.577361,-58.445122
SU,-34.611773,-58.445074
SU,-34.611773,-58.445074
SU,-34.572338,-58.445052
SU,-34.640180,-58.445042
SU,-34.662920,-58.445014
SU,-34.662920,-58.445014
SU,-34.662920,-58.445014
SU,-34.628565,-58.444972
SU,-34.556548,-58.444953
SU,-34.556548,-58.444953
SU,-34.573342,-58.444854
SU,-34.628866,-58.444844
SU,-34.554185,-58.444829
SU,-34.554185,-58.444829
SU,-34.603111,-58.444819
DI,-34.558370,-58.444727
SU,-34.586573,-58.444617
DI,-34.556330,-58.444589
SU,-34.663888,-58.444544
SU,-34.592330,-58.444489
SU,-34.626198,-58.444428
SU,-34.626376,-58.444404
SU,-34.626376,-58.444404
SU,-34.626376,-58.444404
SU,-34.626376,-58.444404
SU,-34.626376,-58.444404
SU,-34.626376,-58.444404
SU,-34.626376,-58.444404
SU,-34.604768,-58.444382
SU,-34.588998,-58.444364
SU,-34.594888,-58.444301
SU,-34.575211,-58.444290
SU,-34.560222,-58.444237
SU,-34.562461,-58.444220
SU,-34.562461,-58.444220
SU,-34.600332,-58.444191
SU,-34.603403,-58.444121
SU,-34.603403,-58.444121
SU,-34.553199,-58.444078
SU,-34.617840,-58.443942
DI,-34.595268,-58.443891
SU,-34.587115,-58.443853
SU,-34.587115,-58.443853
SU,-34.586590,-58.443817
SU,-34.593088,-58.443809
SU,-34.620557,-58.443795
SU,-34.620557,-58.443795
SU,-34.603145,-58.443740
DI,-34.603145,-58.443740
SU,-34.603093,-58.443663
SU,-34.613878,-58.443615
DI,-34.599119,-58.443613
SU,-34.585598,-58.443607
SU,-34.608721,-58.443600
DI,-34.598996,-58.443577
SU,-34.608482,-58.443497
DI,-34.608482,-58.443497
SU,-34.624524,-58.443450
SU,-34.610064,-58.443445
SU,-34.624874,-58.443415
SU,-34.657225,-58.443357
DI,-34.595766,-58.443356
SU,-34.562075,-58.443339
SU,-34.626090,-58.443337
SU,-34.626090,-58.443337
SU,-34.568211,-58.443296
SU,-34.660468,-58.443248
DI,-34.599321,-58.443218
SU,-34.554040,-58.443170
SU,-34.554040,-58.443170
SU,-34.554040,-58.443170
DI,-34.583254,-58.443147
SU,-34.664913,-58.443050
SU,-34.660629,-58.443044
SU,-34.596062,-58.443037
DI,-34.596062,-58.443037
SU,-34.608517,-58.443035
SU,-34.563924,-58.443021
SU,-34.615883,-58.443011
SU,-34.615883,-58.443011
SU,-34.613631,-58.442989
SU,-34.593495,-58.442963
DI,-34.556546,-58.442806
SU,-34.566374,-58.442753
SU,-34.607500,-58.442739
SU,-34.607500,-58.442739
SU,-34.591860,-58.442735
SU,-34.596113,-58.442715
SU,-34.664513,-58.442582
DI,-34.562514,-58.442521
SU,-34.622745,-58.442519
RE,-34.571029,-58.442478
SU,-34.611357,-58.442457
DI,-34.587566,-58.442419
SU,-34.573784,-58.442408
SU,-34.598346,-58.442380
SU,-34.598346,-58.442380
SU,-34.598346,-58.442380
SU,-34.598346,-58.442380
SU,-34.598346,-58.442380
SU,-34.620810,-58.442377
SU,-34.573660,-58.442367
SU,-34.600271,-58.442335
SU,-34.610607,-58.442302
SU,-34.610607,-58.442302
SU,-34.596269,-58.442298
SU,-34.596269,-58.442298
SU,-34.589042,-58.442292
SU,-34.622064,-58.442292
DI,-34.596102,-58.442236
SU,-34.622754,-58.442174
SU,-34.594245,-58.442100
SU,-34.622921,-58.442080
SU,-34.568442,-58.441992
SU,-34.568442,-58.441992
SU,-34.572824,-58.441986
SU,-34.586287,-58.441975
SU,-34.592844,-58.441957
OF,-34.568399,-58.441945
SU,-34.631252,-58.441898
SU,-34.592931,-58.441874
SU,-34.620597,-58.441870
OP,-34.594665,-58.441860
OF,-34.594670,-58.441855
SU,-34.554658,-58.441799
SU,-34.661522,-58.441786
SU,-34.661522,-58.441786
SU,-34.593093,-58.441723
SU,-34.593093,-58.441723
SU,-34.593093,-58.441723
SU,-34.638797,-58.441708
OF,-34.566302,-58.441677
SU,-34.605471,-58.441587
SU,-34.605471,-58.441587
SU,-34.592988,-58.441541
SU,-34.625127,-58.441527
SU,-34.625127,-58.441527
SU,-34.611135,-58.441470
SU,-34.573183,-58.441445
SU,-34.593414,-58.441423
SU,-34.574564,-58.441333
SU,-34.574564,-58.441333
DI,-34.597658,-58.441318
SU,-34.616001,-58.441313
SU,-34.616001,-58.441313
SU,-34.616001,-58.441313
SU,-34.616001,-58.441313
DI,-34.595527,-58.441272
SU,-34.593457,-58.441237
DI,-34.593457,-58.441237
DI,-34.593457,-58.441237
SU,-34.616000,-58.441219
SU,-34.593519,-58.441179
OF,-34.598541,-58.441148
SU,-34.613310,-58.441134
SU,-34.629152,-58.441073
SU,-34.629152,-58.441073
SU,-34.636945,-58.440911
OF,-34.564263,-58.440871
SU,-34.605101,-58.440825
SU,-34.580259,-58.440782
SU,-34.664012,-58.440780
SU,-34.615350,-58.440746
SU,-34.556362,-58.440732
SU,-34.551131,-58.440730
SU,-34.624703,-58.440713
SU,-34.606448,-58.440696
SU,-34.643347,-58.440684
SU,-34.580796,-58.440677
OF,-34.594055,-58.440671
SU,-34.653877,-58.440638
DI,-34.593792,-58.440634
SU,-34.607699,-58.440589
SU,-34.600120,-58.440577
SU,-34.627348,-58.440555
SU,-34.570502,-58.440518
SU,-34.613813,-58.440509
DI,-34.622852,-58.440476
SU,-34.612501,-58.440471
SU,-34.639991,-58.440438
SU,-34.639991,-58.440438
SU,-34.639991,-58.440438
SU,-34.573997,-58.440428
DI,-34.597983,-58.440396
DI,-34.598408,-58.440375
SU,-34.584203,-58.440337
SU,-34.612873,-58.440318
SU,-34.602240,-58.440294
SU,-34.640384,-58.440293
