Clase,lat,lng
SU,-34.622027,-58.492137
SU,-34.622027,-58.492137
DI,-34.637148,-58.492037
SU,-34.654980,-58.492033
SU,-34.604276,-58.491987
SU,-34.604276,-58.491987
SU,-34.564872,-58.491980
SU,-34.564872,-58.491980
OF,-34.564872,-58.491980
SU,-34.555851,-58.491962
SU,-34.632982,-58.491943
SU,-34.622525,-58.491937
SU,-34.622525,-58.491937
SU,-34.622525,-58.491937
SU,-34.639013,-58.491888
SU,-34.639013,-58.491888
SU,-34.613290,-58.491834
SU,-34.591124,-58.491832
SU,-34.598909,-58.491773
SU,-34.612557,-58.491771
SU,-34.591168,-58.491760
SU,-34.591168,-58.491760
SU,-34.591168,-58.491760
SU,-34.591168,-58.491760
SU,-34.591168,-58.491760
SU,-34.634165,-58.491643
SU,-34.634165,-58.491643
SU,-34.643969,-58.491591
SU,-34.561960,-58.491536
OF,-34.569125,-58.491517
SU,-34.555558,-58.491486
SU,-34.569089,-58.491448
SU,-34.554760,-58.491354
SU,-34.580748,-58.491348
SU,-34.580748,-58.491348
SU,-34.636952,-58.491324
SU,-34.636952,-58.491324
SU,-34.556520,-58.491320
SU,-34.640179,-58.491317
SU,-34.615300,-58.491307
SU,-34.615300,-58.491307
SU,-34.570664,-58.491295
SU,-34.608484,-58.491295
SU,-34.608484,-58.491295
SU,-34.641252,-58.491260
OF,-34.568953,-58.491194
SU,-34.648152,-58.491174
SU,-34.648152,-58.491174
SU,-34.648152,-58.491174
SU,-34.573547,-58.491172
SU,-34.561431,-58.491169
SU,-34.633960,-58.491167
SU,-34.617849,-58.491153
SU,-34.566619,-58.491124
SU,-34.566619,-58.491124
SU,-34.584080,-58.491044
SU,-34.618074,-58.491036
SU,-34.618074,-58.491036
SU,-34.623325,-58.491009
SU,-34.623325,-58.491009
SU,-34.629183,-58.490909
SU,-34.581453,-58.490899
SU,-34.576321,-58.490896
SU,-34.576321,-58.490896
SU,-34.576321,-58.490896
SU,-34.629871,-58.490868
SU,-34.627848,-58.490767
SU,-34.565488,-58.490745
SU,-34.627401,-58.490686
SU,-34.618223,-58.490685
SU,-34.631521,-58.490637
SU,-34.597997,-58.490609
SU,-34.577496,-58.490589
SU,-34.606895,-58.490589
SU,-34.637951,-58.490558
SU,-34.637951,-58.490558
SU,-34.637951,-58.490558
SU,-34.564284,-58.490528
SU,-34.633319,-58.490526
SU,-34.611937,-58.490500
SU,-34.616619,-58.490488
SU,-34.586989,-58.490479
SU,-34.660183,-58.490424
SU,-34.628889,-58.490306
SU,-34.601928,-58.490261
SU,-34.612264,-58.490240
DI,-34.638626,-58.490192
DI,-34.591710,-58.490151
SU,-34.585740,-58.490126
SU,-34.585740,-58.490126
SU,-34.612420,-58.490033
SU,-34.568062,-58.490011
SU,-34.568062,-58.490011
SU,-34.616286,-58.489972
SU,-34.586167,-58.489972
SU,-34.577054,-58.489961
SU,-34.569582,-58.489956
SU,-34.566511,-58.489955
SU,-34.640275,-58.489952
SU,-34.598110,-58.489882
SU,-34.598110,-58.489882
SU,-34.557106,-58.489825
SU,-34.557106,-58.489825
SU,-34.662578,-58.489816
SU,-34.575697,-58.489808
SU,-34.627436,-58.489806
SU,-34.605676,-58.489800
SU,-34.562549,-58.489741
SU,-34.633655,-58.489714
SU,-34.623605,-58.489709
SU,-34.627392,-58.489698
SU,-34.582171,-58.489682
SU,-34.637076,-58.489660
SU,-34.637076,-58.489660
SU,-34.651914,-58.489653
SU,-34.651914,-58.489653
SU,-34.660538,-58.489587
SU,-34.548933,-58.489580
SU,-34.548933,-58.489580
SU,-34.548933,-58.489580
SU,-34.562940,-58.489468
DI,-34.620945,-58.489468
SU,-34.570796,-58.489422
SU,-34.601927,-58.489421
SU,-34.573063,-58.489375
OP,-34.573063,-58.489375
DI,-34.635707,-58.489273
SU,-34.649464,-58.489267
SU,-34.563408,-58.489253
DI,-34.631054,-58.489225
SU,-34.634753,-58.489210
SU,-34.630850,-58.489119
SU,-34.581854,-58.489107
SU,-34.591756,-58.489104
SU,-34.570331,-58.489064
SU,-34.632745,-58.488983
SU,-34.671388,-58.488973
SU,-34.653470,-58.488966
SU,-34.598917,-58.488965
DI,-34.641020,-58.488953
SU,-34.566130,-58.488933
SU,-34.604404,-58.488924
DI,-34.622338,-58.488909
SU,-34.573656,-58.488899
SU,-34.627154,-58.488889
SU,-34.649837,-58.488888
SU,-34.649837,-58.488888
SU,-34.577057,-58.488865
SU,-34.613832,-58.488815
SU,-34.613832,-58.488815
DI,-34.652578,-58.488804
SU,-34.639746,-58.488793
DI,-34.549125,-58.488763
SU,-34.573837,-58.488754
SU,-34.573837,-58.488754
DI,-34.549158,-58.488735
DI,-34.589376,-58.488728
SU,-34.632963,-58.488713
SU,-34.647280,-58.488708
SU,-34.647280,-58.488708
DI,-34.633720,-58.488681
SU,-34.599713,-58.488642
SU,-34.633888,-58.488605
SU,-34.633888,-58.488605
SU,-34.572250,-58.488593
SU,-34.630542,-58.488542
SU,-34.652848,-58.488458
SU,-34.579780,-58.488404
DI,-34.640435,-58.488392
SU,-34.629285,-58.488316
DI,-34.629285,-58.488316
SU,-34.626812,-58.488284
SU,-34.626812,-58.488284
SU,-34.626812,-58.488284
SU,-34.626812,-58.488284
SU,-34.572062,-58.488249
SU,-34.573087,-58.488177
SU,-34.624933,-58.488174
SU,-34.624933,-58.488174
OF,-34.630016,-58.488152
SU,-34.570386,-58.488143
DI,-34.635432,-58.488133
SU,-34.568178,-58.488113
SU,-34.605523,-58.488109
SU,-34.664558,-58.488107
SU,-34.643417,-58.488100
SU,-34.678929,-58.488038
SU,-34.678929,-58.488038
OF,-34.566377,-58.487989
OF,-34.631384,-58.487960
SU,-34.571760,-58.487917
OF,-34.552419,-58.487914
SU,-34.601198,-58.487892
OF,-34.628047,-58.487882
SU,-34.571011,-58.487828
DI,-34.649653,-58.487824
SU,-34.612387,-58.487773
RE,-34.638131,-58.487768
SU,-34.611833,-58.487759
SU,-34.606575,-58.487731
SU,-34.606575,-58.487731
SU,-34.606575,-58.487731
SU,-34.636672,-58.487714
SU,-34.636672,-58.487714
DI,-34.661119,-58.487708
SU,-34.623064,-58.487638
SU,-34.639442,-58.487610
SU,-34.570507,-58.487604
SU,-34.570507,-58.487604
SU,-34.611749,-58.487596
SU,-34.647246,-58.487557
SU,-34.602993,-58.487413
SU,-34.602993,-58.487413
SU,-34.635873,-58.487387
DI,-34.635873,-58.487387
DI,-34.621048,-58.487383
SU,-34.582476,-58.487368
SU,-34.570362,-58.487340
SU,-34.663919,-58.487248
SU,-34.636419,-58.487231
SU,-34.632749,-58.487212
SU,-34.574839,-58.487208
SU,-34.648273,-58.487205
SU,-34.579935,-58.487182
SU,-34.614130,-58.487146
SU,-34.608777,-58.487138
SU,-34.608777,-58.487138
RE,-34.545590,-58.487121
SU,-34.624966,-58.487049
SU,-34.624966,-58.487049
DI,-34.635153,-58.486977
SU,-34.661631,-58.486926
SU,-34.637830,-58.486885
DI,-34.656537,-58.486885
SU,-34.669689,-58.486867
SU,-34.570183,-58.486797
SU,-34.611390,-58.486718
SU,-34.611390,-58.486718
SU,-34.611390,-58.486718
OF,-34.566193,-58.486656
DI,-34.635069,-58.486631
SU,-34.625275,-58.486629
SU,-34.642191,-58.486611
SU,-34.673636,-58.486609
SU,-34.559936,-58.486529
SU,-34.667428,-58.486519
DI,-34.631416,-58.486505
SU,-34.596923,-58.486463
SU,-34.659443,-58.486440
SU,-34.569867,-58.486434
SU,-34.612542,-58.486404
SU,-34.612542,-58.486404
SU,-34.603558,-58.486402
SU,-34.566608,-58.486391
SU,-34.624712,-58.486379
SU,-34.624712,-58.486379
SU,-34.615864,-58.486379
SU,-34.673496,-58.486325
SU,-34.624767,-58.486311
SU,-34.644780,-58.486249
SU,-34.574582,-58.486211
SU,-34.576120,-58.486200
OF,-34.555639,-58.486190
SU,-34.566280,-58.486178
SU,-34.662252,-58.486129
SU,-34.565366,-58.486112
OF,-34.565366,-58.486112
SU,-34.566240,-58.486099
SU,-34.640093,-58.486078
SU,-34.566309,-58.486069
SU,-34.546980,-58.485933
SU,-34.673070,-58.485931
SU,-34.612403,-58.485911
DI,-34.641290,-58.485903
SU,-34.627707,-58.485870
SU,-34.600156,-58.485826
SU,-34.628644,-58.485794
SU,-34.616802,-58.485776
SU,-34.624955,-58.485727
SU,-34.628070,-58.485703
SU,-34.557455,-58.485684
OF,-34.565858,-58.485658
SU,-34.598340,-58.485631
SU,-34.598340,-58.485631
SU,-34.672367,-58.485589
OF,-34.628532,-58.485587
SU,-34.588297,-58.485586
SU,-34.653364,-58.485568
SU,-34.609334,-58.485538
SU,-34.609334,-58.485538
OF,-34.631628,-58.485518
SU,-34.625867,-58.485517
SU,-34.578716,-58.485481
SU,-34.578716,-58.485481
SU,-34.582289,-58.485451
SU,-34.678299,-58.485426
SU,-34.610306,-58.485412
SU,-34.610306,-58.485412
SU,-34.608818,-58.485400
SU,-34.553569,-58.485397
SU,-34.553569,-58.485397
SU,-34.567302,-58.485397
SU,-34.565953,-58.485380
SU,-34.576272,-58.485369
SU,-34.651231,-58.485343
SU,-34.634548,-58.485314
SU,-34.634548,-58.485314
SU,-34.626022,-58.485314
SU,-34.567216,-58.485234
SU,-34.567995,-58.485233
SU,-34.626235,-58.485232
SU,-34.567784,-58.485223
SU,-34.588153,-58.485152
SU,-34.586971,-58.485122
SU,-34.587067,-58.485117
SU,-34.660897,-58.485104
OF,-34.629660,-58.485060
RE,-34.571272,-58.485039
OF,-34.555413,-58.484989
SU,-34.582740,-58.484988
SU,-34.644338,-58.484972
SU,-34.644338,-58.484972
SU,-34.644338,-58.484972
SU,-34.584636,-58.484954
SU,-34.584636,-58.484954
SU,-34.555247,-58.484918
SU,-34.554302,-58.484907
SU,-34.554302,-58.484907
SU,-34.641099,-58.484897
SU,-34.641099,-58.484897
SU,-34.627230,-58.484783
SU,-34.606642,-58.484767
SU,-34.606642,-58.484767
SU,-34.606642,-58.484767
SU,-34.606642,-58.484767
SU,-34.598829,-58.484742
SU,-34.598829,-58.484742
SU,-34.569147,-58.484712
SU,-34.569147,-58.484712
SU,-34.606716,-58.484693
SU,-34.606716,-58.484693
SU,-34.641082,-58.484662
SU,-34.611966,-58.484556
SU,-34.611966,-58.484556
SU,-34.582702,-58.484486
SU,-34.628005,-58.484427
SU,-34.628005,-58.484427
SU,-34.614523,-58.484413
SU,-34.627862,-58.484399
SU,-34.672903,-58.484358
SU,-34.667319,-58.484321
SU,-34.580240,-58.484299
SU,-34.580240,-58.484299
SU,-34.580240,-58.484299
SU,-34.580240,-58.484299
SU,-34.657279,-58.484293
SU,-34.584185,-58.484235
SU,-34.584185,-58.484235
SU,-34.584185,-58.484235
SU,-34.605507,-58.484216
SU,-34.627236,-58.484198
SU,-34.627236,-58.484198
SU,-34.632607,-58.484148
SU,-34.612879,-58.484133
SU,-34.641002,-58.484123
DI,-34.631718,-58.484100
SU,-34.637998,-58.484041
SU,-34.563789,-58.483987
SU,-34.667280,-58.483975
SU,-34.667280,-58.483975
SU,-34.621152,-58.483966
SU,-34.621152,-58.483966
SU,-34.650926,-58.483881
SU,-34.569363,-58.483821
SU,-34.569363,-58.483821
SU,-34.551705,-58.483784
SU,-34.610688,-58.483781
SU,-34.633014,-58.483744
SU,-34.650303,-58.483694
SU,-34.632995,-58.483579
OF,-34.632637,-58.483573
SU,-34.573995,-58.483567
SU,-34.625060,-58.483556
SU,-34.618281,-58.483538
SU,-34.617772,-58.483496
SU,-34.617772,-58.483496
SU,-34.629531,-58.483468
SU,-34.668167,-58.483424
SU,-34.663211,-58.483388
OF,-34.564310,-58.483358
SU,-34.602306,-58.483345
SU,-34.633272,-58.483203
SU,-34.597947,-58.483149
SU,-34.627622,-58.483069
SU,-34.550847,-58.483006
SU,-34.670342,-58.482949
SU,-34.631465,-58.482827
SU,-34.638002,-58.482816
SU,-34.638002,-58.482816
SU,-34.628059,-58.482773
SU,-34.631673,-58.482733
SU,-34.668178,-58.482700
SU,-34.552156,-58.482697
SU,-34.626869,-58.482697
DI,-34.626869,-58.482697
SU,-34.628496,-58.482665
SU,-34.576579,-58.482627
SU,-34.574691,-58.482602
SU,-34.574981,-58.482593
SU,-34.631998,-58.482582
SU,-34.631998,-58.482582
SU,-34.631998,-58.482582
SU,-34.665900,-58.482534
SU,-34.631979,-58.482494
SU,-34.631979,-58.482494
SU,-34.631979,-58.482494
SU,-34.634075,-58.482490
SU,-34.634075,-58.482490
SU,-34.586632,-58.482460
SU,-34.636455,-58.482412
SU,-34.632402,-58.482395
SU,-34.648170,-58.482390
SU,-34.628896,-58.482385
SU,-34.575161,-58.482383
SU,-34.619090,-58.482382
SU,-34.630391,-58.482382
SU,-34.622439,-58.482357
SU,-34.650474,-58.482329
SU,-34.545102,-58.482320
SU,-34.650418,-58.482264
DI,-34.650418,-58.482264
SU,-34.611887,-58.482235
SU,-34.620878,-58.482190
SU,-34.612824,-58.482185
SU,-34.612824,-58.482185
DI,-34.631435,-58.482090
SU,-34.569734,-58.482089
SU,-34.569734,-58.482089
SU,-34.569734,-58.482089
SU,-34.666722,-58.482037
SU,-34.565573,-58.482003
SU,-34.635234,-58.481995
SU,-34.586256,-58.481962
SU,-34.560856,-58.481947
SU,-34.647361,-58.481945
SU,-34.647361,-58.481945
SU,-34.584946,-58.481909
SU,-34.621822,-58.481904
SU,-34.621822,-58.481904
SU,-34.649938,-58.481885
OF,-34.632433,-58.481853
OF,-34.632433,-58.481853
OF,-34.632433,-58.481853
OF,-34.632433,-58.481853
SU,-34.633624,-58.481830
SU,-34.633624,-58.481830
SU,-34.545625,-58.481818
SU,-34.656074,-58.481813
SU,-34.656074,-58.481813
SU,-34.554296,-58.481809
SU,-34.601983,-58.481806
SU,-34.554192,-58.481785
SU,-34.575860,-58.481659
SU,-34.543076,-58.481621
SU,-34.599748,-58.481600
SU,-34.560668,-58.481598
SU,-34.587851,-58.481597
SU,-34.604519,-58.481569
DI,-34.638266,-58.481543
DI,-34.638254,-58.481516
SU,-34.605050,-58.481494
SU,-34.634728,-58.481487
SU,-34.581254,-58.481482
SU,-34.600079,-58.481472
SU,-34.576027,-58.481410
SU,-34.672598,-58.481409
SU,-34.566994,-58.481369
SU,-34.609390,-58.481329
DI,-34.638334,-58.481256
SU,-34.622493,-58.481203
SU,-34.622493,-58.481203
SU,-34.651408,-58.481146
SU,-34.653397,-58.481128
SU,-34.576249,-58.480940
SU,-34.618913,-58.480916
SU,-34.567892,-58.480909
SU,-34.651508,-58.480895
SU,-34.556228,-58.480818
OF,-34.560963,-58.480739
SU,-34.618126,-58.480716
SU,-34.626348,-58.480669
SU,-34.564860,-58.480635
SU,-34.553136,-58.480604
DI,-34.586160,-58.480573
SU,-34.648951,-58.480562
SU,-34.578208,-58.480541
SU,-34.578208,-58.480541
SU,-34.636517,-58.480535
SU,-34.570065,-58.480506
SU,-34.617061,-58.480501
SU,-34.651819,-58.480500
SU,-34.651819,-58.480500
SU,-34.629576,-58.480490
SU,-34.629576,-58.480490
SU,-34.649573,-58.480475
SU,-34.578552,-58.480468
SU,-34.603665,-58.480452
SU,-34.603665,-58.480452
SU,-34.610372,-58.480409
SU,-34.610372,-58.480409
SU,-34.629983,-58.480402
SU,-34.624510,-58.480393
SU,-34.664246,-58.480280
SU,-34.607324,-58.480274
SU,-34.556592,-58.480067
SU,-34.654790,-58.479929
SU,-34.574762,-58.479921
SU,-34.574762,-58.479921
SU,-34.586717,-58.479885
SU,-34.613547,-58.479847
OF,-34.561941,-58.479833
SU,-34.665890,-58.479817
SU,-34.614885,-58.479781
SU,-34.619140,-58.479730
SU,-34.619024,-58.479725
SU,-34.634785,-58.479662
OF,-34.626003,-58.479652
SU,-34.617558,-58.479628
SU,-34.560538,-58.479618
SU,-34.555315,-58.479560
SU,-34.604008,-58.479485
RE,-34.604008,-58.479485
DI,-34.618188,-58.479457
SU,-34.683201,-58.479372
SU,-34.683201,-58.479372
SU,-34.683201,-58.479372
SU,-34.581351,-58.479366
SU,-34.581351,-58.479366
SU,-34.637452,-58.479330
SU,-34.632191,-58.479301
SU,-34.632191,-58.479301
SU,-34.632191,-58.479301
RE,-34.632191,-58.479301
OF,-34.626956,-58.479297
SU,-34.588752,-58.479205
SU,-34.655695,-58.479183
SU,-34.587689,-58.479141
SU,-34.652137,-58.479109
DI,-34.627044,-58.479065
SU,-34.636323,-58.479035
SU,-34.565576,-58.479023
SU,-34.683475,-58.479010
SU,-34.633239,-58.479002
SU,-34.633239,-58.479002
SU,-34.571630,-58.478999
SU,-34.571630,-58.478999
SU,-34.617983,-58.478921
SU,-34.571867,-58.478899
RE,-34.565624,-58.478817
OF,-34.625780,-58.478795
DI,-34.630904,-58.478780
SU,-34.668181,-58.478624
SU,-34.544926,-58.478531
SU,-34.579904,-58.478464
SU,-34.560516,-58.478443
SU,-34.612971,-58.478337
SU,-34.612971,-58.478337
SU,-34.656225,-58.478212
SU,-34.634525,-58.478206
SU,-34.575616,-58.478191
SU,-34.572569,-58.478167
SU,-34.572569,-58.478167
SU,-34.572569,-58.478167
SU,-34.589625,-58.478163
DI,-34.624419,-58.478162
SU,-34.654533,-58.478142
SU,-34.571049,-58.478111
SU,-34.668508,-58.478081
SU,-34.668508,-58.478081
SU,-34.657004,-58.478064
SU,-34.571246,-58.478044
SU,-34.571246,-58.478044
SU,-34.551882,-58.478038
SU,-34.551882,-58.478038
SU,-34.631227,-58.477971
SU,-34.650453,-58.477954
SU,-34.642921,-58.477945
SU,-34.571372,-58.477932
RE,-34.576274,-58.477886
SU,-34.570478,-58.477851
SU,-34.571777,-58.477830
SU,-34.571368,-58.477829
SU,-34.620968,-58.477790
SU,-34.625510,-58.477759
SU,-34.576223,-58.477714
SU,-34.576223,-58.477714
SU,-34.561397,-58.477699
SU,-34.635429,-58.477682
SU,-34.607133,-58.477671
SU,-34.654316,-58.477583
SU,-34.632650,-58.477552
SU,-34.632650,-58.477552
SU,-34.623030,-58.477551
SU,-34.623030,-58.477551
SU,-34.628246,-58.477471
SU,-34.628246,-58.477471
SU,-34.599246,-58.477427
SU,-34.687482,-58.477403
SU,-34.589575,-58.477383
SU,-34.571998,-58.477378
SU,-34.613500,-58.477369
SU,-34.637601,-58.477349
SU,-34.637601,-58.477349
SU,-34.637601,-58.477349
SU,-34.618916,-58.477336
SU,-34.580172,-58.477328
SU,-34.570407,-58.477295
SU,-34.652898,-58.477282
SU,-34.652898,-58.477282
SU,-34.572780,-58.477231
SU,-34.587222,-58.477231
SU,-34.640346,-58.477198
DI,-34.584100,-58.477158
SU,-34.575613,-58.477117
SU,-34.575613,-58.477117
SU,-34.571316,-58.477051
SU,-34.542588,-58.476951
SU,-34.616183,-58.476848
SU,-34.653779,-58.476827
SU,-34.619577,-58.476812
SU,-34.608270,-58.476755
SU,-34.625290,-58.476601
SU,-34.574504,-58.476566
SU,-34.606101,-58.476559
SU,-34.606101,-58.476559
SU,-34.564052,-58.476513
SU,-34.692655,-58.476483
SU,-34.639021,-58.476388
SU,-34.615884,-58.476284
SU,-34.617210,-58.476282
SU,-34.539762,-58.476235
RE,-34.550830,-58.476211
SU,-34.576290,-58.476178
SU,-34.576290,-58.476178
SU,-34.568592,-58.476157
SU,-34.568592,-58.476157
SU,-34.601311,-58.476149
SU,-34.690711,-58.476128
SU,-34.601157,-58.476113
SU,-34.664916,-58.476091
SU,-34.576197,-58.476017
SU,-34.566983,-58.475978
RE,-34.579541,-58.475949
SU,-34.634569,-58.475945
RE,-34.604774,-58.475925
SU,-34.581641,-58.475878
SU,-34.543815,-58.475856
SU,-34.545073,-58.475839
SU,-34.652145,-58.475838
DI,-34.652145,-58.475838
SU,-34.613884,-58.475764
SU,-34.579539,-58.475760
SU,-34.604216,-58.475719
SU,-34.550899,-58.475653
SU,-34.652242,-58.475617
SU,-34.652242,-58.475617
DI,-34.652242,-58.475617
SU,-34.641130,-58.475596
SU,-34.567340,-58.475575
SU,-34.555565,-58.475534
SU,-34.557443,-58.475507
SU,-34.557443,-58.475507
SU,-34.643919,-58.475498
SU,-34.603171,-58.475442
SU,-34.579397,-58.475414
DI,-34.590994,-58.475387
OP,-34.563359,-58.475371
SU,-34.683832,-58.475342
SU,-34.639521,-58.475265
SU,-34.583523,-58.475209
SU,-34.613883,-58.475209
SU,-34.638282,-58.475181
DI,-34.590704,-58.475147
SU,-34.631011,-58.475144
SU,-34.567744,-58.475055
SU,-34.567744,-58.475055
SU,-34.651702,-58.475050
OF,-34.629620,-58.475035
SU,-34.576248,-58.475018
SU,-34.576248,-58.475018
SU,-34.680907,-58.475014
SU,-34.680907,-58.475014
SU,-34.625981,-58.475014
SU,-34.551791,-58.474971
SU,-34.635574,-58.474955
SU,-34.635574,-58.474955
SU,-34.554672,-58.474938
SU,-34.554672,-58.474938
SU,-34.554672,-58.474938
SU,-34.677976,-58.474902
SU,-34.617510,-58.474862
RE,-34.543776,-58.474853
SU,-34.577438,-58.474824
SU,-34.544700,-58.474730
SU,-34.566583,-58.474728
SU,-34.567507,-58.474655
SU,-34.567507,-58.474655
SU,-34.651160,-58.474607
SU,-34.583110,-58.474539
SU,-34.670553,-58.474466
SU,-34.615519,-58.474461
SU,-34.615519,-58.474461
SU,-34.616887,-58.474400
SU,-34.660358,-58.474380
SU,-34.562747,-58.474361
SU,-34.643190,-58.474295
SU,-34.661575,-58.474288
SU,-34.661575,-58.474288
SU,-34.543556,-58.474202
SU,-34.543556,-58.474202
SU,-34.577449,-58.474193
SU,-34.541989,-58.474147
DI,-34.581234,-58.474107
SU,-34.552821,-58.474076
SU,-34.552273,-58.474059
SU,-34.552273,-58.474059
SU,-34.683479,-58.473988
SU,-34.683479,-58.473988
SU,-34.683479,-58.473988
SU,-34.552229,-58.473979
SU,-34.606000,-58.473955
SU,-34.602160,-58.473949
SU,-34.589836,-58.473902
SU,-34.604465,-58.473900
SU,-34.684401,-58.473888
SU,-34.577408,-58.473881
SU,-34.549894,-58.473879
SU,-34.567629,-58.473862
DI,-34.581086,-58.473842
SU,-34.616301,-58.473836
SU,-34.564570,-58.473833
SU,-34.637413,-58.473826
SU,-34.604420,-58.473772
SU,-34.647857,-58.473753
OF,-34.639749,-58.473737
SU,-34.558027,-58.473730
SU,-34.558027,-58.473730
SU,-34.553466,-58.473695
SU,-34.613069,-58.473673
SU,-34.681948,-58.473661
SU,-34.650361,-58.473623
SU,-34.672122,-58.473597
SU,-34.614561,-58.473567
SU,-34.626173,-58.473530
DI,-34.580913,-58.473529
SU,-34.552142,-58.473477
SU,-34.608059,-58.473455
SU,-34.608059,-58.473455
SU,-34.543294,-58.473418
SU,-34.543294,-58.473418
SU,-34.543294,-58.473418
SU,-34.602730,-58.473418
SU,-34.634614,-58.473412
SU,-34.634614,-58.473412
SU,-34.544315,-58.473390
SU,-34.553775,-58.473351
SU,-34.574623,-58.473334
SU,-34.683983,-58.473332
SU,-34.647513,-58.473302
SU,-34.636217,-58.473258
SU,-34.569009,-58.473214
SU,-34.569009,-58.473214
SU,-34.569009,-58.473214
SU,-34.569009,-58.473214
SU,-34.569009,-58.473214
SU,-34.552504,-58.473201
SU,-34.610491,-58.473169
SU,-34.610491,-58.473169
SU,-34.681307,-58.473100
SU,-34.571680,-58.473086
SU,-34.610775,-58.473053
SU,-34.551186,-58.472978
SU,-34.675186,-58.472882
SU,-34.675186,-58.472882
SU,-34.684385,-58.472878
DI,-34.623288,-58.472849
SU,-34.692036,-58.472845
SU,-34.565704,-58.472827
SU,-34.584676,-58.472797
SU,-34.677665,-58.472792
SU,-34.677665,-58.472792
SU,-34.677665,-58.472792
SU,-34.600161,-58.472783
SU,-34.684508,-58.472780
SU,-34.681484,-58.472774
SU,-34.578537,-58.472771
SU,-34.633161,-58.472754
SU,-34.565829,-58.472715
SU,-34.652248,-58.472707
SU,-34.553154,-58.472705
SU,-34.633690,-58.472679
SU,-34.620360,-58.472668
SU,-34.620360,-58.472668
SU,-34.620360,-58.472668
SU,-34.611099,-58.472616
SU,-34.681702,-58.472589
SU,-34.633897,-58.472586
SU,-34.570936,-58.472559
SU,-34.567521,-58.472548
SU,-34.546804,-58.472449
SU,-34.638225,-58.472434
SU,-34.638225,-58.472434
SU,-34.668513,-58.472413
SU,-34.616600,-58.472405
SU,-34.555174,-58.472383
SU,-34.555174,-58.472383
SU,-34.551860,-58.472345
SU,-34.668547,-58.472333
SU,-34.668547,-58.472333
SU,-34.566010,-58.472310
SU,-34.680846,-58.472308
SU,-34.651485,-58.472300
SU,-34.621326,-58.472251
SU,-34.689975,-58.472234
SU,-34.552053,-58.472202
SU,-34.552053,-58.472202
SU,-34.569899,-58.472173
DI,-34.589652,-58.472139
SU,-34.610731,-58.472131
SU,-34.614989,-58.472089
SU,-34.538230,-58.472044
SU,-34.566947,-58.472037
DI,-34.582849,-58.472017
SU,-34.553746,-58.472011
SU,-34.553746,-58.472011
SU,-34.583968,-58.472003
SU,-34.552501,-58.471997
SU,-34.555532,-58.471996
SU,-34.573465,-58.471989
SU,-34.573465,-58.471989
SU,-34.570038,-58.471940
SU,-34.570038,-58.471940
OP,-34.561537,-58.471908
SU,-34.565574,-58.471885
OF,-34.635544,-58.471863
SU,-34.565936,-58.471843
SU,-34.553693,-58.471757
SU,-34.539485,-58.471748
SU,-34.675036,-58.471679
SU,-34.538691,-58.471598
SU,-34.538691,-58.471598
SU,-34.668580,-58.471591
SU,-34.668580,-58.471591
SU,-34.547675,-58.471551
SU,-34.556262,-58.471534
SU,-34.556262,-58.471534
SU,-34.569413,-58.471348
SU,-34.667403,-58.471321
SU,-34.539299,-58.471249
DI,-34.544770,-58.471223
SU,-34.565467,-58.471219
SU,-34.626160,-58.471179
SU,-34.626160,-58.471179
SU,-34.560132,-58.471111
SU,-34.560132,-58.471111
SU,-34.569505,-58.471057
SU,-34.569505,-58.471057
SU,-34.569232,-58.471040
SU,-34.563569,-58.471033
SU,-34.554208,-58.471013
SU,-34.565872,-58.471010
SU,-34.556955,-58.471002
SU,-34.565285,-58.470930
SU,-34.578973,-58.470913
SU,-34.553128,-58.470890
SU,-34.553128,-58.470890
SU,-34.567744,-58.470877
SU,-34.567744,-58.470877
SU,-34.679822,-58.470851
DI,-34.590214,-58.470850
SU,-34.588451,-58.470849
SU,-34.578747,-58.470828
SU,-34.550849,-58.470817
SU,-34.640658,-58.470753
SU,-34.569037,-58.470709
SU,-34.645010,-58.470691
SU,-34.668878,-58.470651
SU,-34.613771,-58.470624
SU,-34.681728,-58.470600
SU,-34.567574,-58.470597
SU,-34.617145,-58.470553
SU,-34.631058,-58.470531
SU,-34.605336,-58.470528
SU,-34.575951,-58.470505
SU,-34.556864,-58.470460
DI,-34.587873,-58.470439
SU,-34.573304,-58.470433
SU,-34.573304,-58.470433
SU,-34.594997,-58.470389
SU,-34.594997,-58.470389
SU,-34.594997,-58.470389
SU,-34.641930,-58.470365
SU,-34.563606,-58.470310
SU,-34.630986,-58.470268
RE,-34.572758,-58.470260
SU,-34.541858,-58.470235
SU,-34.602877,-58.470220
RE,-34.673208,-58.470192
DI,-34.647412,-58.470160
SU,-34.580452,-58.470133
SU,-34.668395,-58.470080
SU,-34.668395,-58.470080
SU,-34.624585,-58.470077
SU,-34.636537,-58.470071
SU,-34.601505,-58.470016
SU,-34.630169,-58.469992
SU,-34.630169,-58.469992
SU,-34.568936,-58.469987
SU,-34.567373,-58.469927
DI,-34.555055,-58.469680
SU,-34.613095,-58.469669
SU,-34.662628,-58.469643
SU,-34.573736,-58.469638
SU,-34.550684,-58.469626
SU,-34.626908,-58.469599
SU,-34.543315,-58.469556
DI,-34.546461,-58.469524
SU,-34.643294,-58.469442
SU,-34.647927,-58.469415
SU,-34.555597,-58.469350
SU,-34.543601,-58.469345
SU,-34.553296,-58.469341
